"sequenceType","sequenceNum","moveTime","startTime","endTime","Participant","Age","Sex","Condition","Trial","Group"
"Place",275,1.2950295,30.7859549,32.0809844,"nuP25",21,"f","co",2,"c"
"Place",278,0.986216200000001,47.3437224,48.3299386,"nuP25",21,"f","co",2,"c"
"Place",283,1.17500829999999,75.1541784,76.3291867,"nuP25",21,"f","co",2,"c"
"Place",287,1.2970081,87.2156629,88.512671,"nuP25",21,"f","co",2,"c"
"Place",289,1.01602490000001,93.0458318,94.0618567,"nuP25",21,"f","co",2,"c"
"Place",290,1.2410958,99.077498,100.3185938,"nuP25",21,"f","co",2,"c"
"Place",292,1.29700200000001,104.5296303,105.8266323,"nuP25",21,"f","co",2,"c"
"Place",302,1.21460490000001,147.9439591,149.158564,"nuP25",21,"f","co",2,"c"
"Place",304,1.2670238,151.6161387,152.8831625,"nuP25",21,"f","co",2,"c"
"Place",306,1.29605910000001,156.0964084,157.3924675,"nuP25",21,"f","co",2,"c"
"Place",308,0.907525699999979,172.9208791,173.8284048,"nuP25",21,"f","co",2,"c"
"Place",310,0.962001999999984,183.6493929,184.6113949,"nuP25",21,"f","co",2,"c"
"Place",314,0.80300299999999,200.7473208,201.5503238,"nuP25",21,"f","co",2,"c"
"Place",316,1.2750805,204.2948969,205.5699774,"nuP25",21,"f","co",2,"c"
"Place",317,1.26700150000002,227.5593415,228.826343,"nuP25",21,"f","co",2,"c"
"Place",319,0.949001699999997,239.3902549,240.3392566,"nuP25",21,"f","co",2,"c"
"Place",327,1.29413199999999,278.061832,279.355964,"nuP25",21,"f","co",2,"c"
"Place",328,0.840700700000014,286.2563327,287.0970334,"nuP25",21,"f","co",2,"c"
"Place",330,1.12903930000004,289.6980584,290.8270977,"nuP25",21,"f","co",2,"c"
"Place",332,1.25500149999999,293.0406359,294.2956374,"nuP25",21,"f","co",2,"c"
"Place",334,1.29800240000003,297.8968094,299.1948118,"nuP25",21,"f","co",2,"c"
"Full",273,0.415002899999999,6.1745492,6.5895521,"nuP25",21,"f","co",2,"c"
"Full",274,0.6895332,19.2192095,19.9087427,"nuP25",21,"f","co",2,"c"
"Full",275,6.8201233,25.2608611,32.0809844,"nuP25",21,"f","co",2,"c"
"Full",277,0.296002200000004,36.5500474,36.8460496,"nuP25",21,"f","co",2,"c"
"Full",278,1.9293801,46.4005585,48.3299386,"nuP25",21,"f","co",2,"c"
"Full",280,0.1750015,50.9639952,51.1389967,"nuP25",21,"f","co",2,"c"
"Full",282,0.307003000000002,60.6165282,60.9235312,"nuP25",21,"f","co",2,"c"
"Full",283,2.79705179999999,73.5321349,76.3291867,"nuP25",21,"f","co",2,"c"
"Full",286,0.150001399999994,79.1309136,79.280915,"nuP25",21,"f","co",2,"c"
"Full",287,2.8830631,85.6296079,88.512671,"nuP25",21,"f","co",2,"c"
"Full",289,2.51654450000001,91.5453122,94.0618567,"nuP25",21,"f","co",2,"c"
"Full",290,1.2410958,99.077498,100.3185938,"nuP25",21,"f","co",2,"c"
"Full",292,2.9830757,102.8435566,105.8266323,"nuP25",21,"f","co",2,"c"
"Full",295,0.1405101,114.7695902,114.9101003,"nuP25",21,"f","co",2,"c"
"Full",297,0.140019099999989,119.6124247,119.7524438,"nuP25",21,"f","co",2,"c"
"Full",299,0.230000200000006,124.00572,124.2357202,"nuP25",21,"f","co",2,"c"
"Full",301,0.0390002999999979,129.9307313,129.9697316,"nuP25",21,"f","co",2,"c"
"Full",302,2.68616870000002,146.4723953,149.158564,"nuP25",21,"f","co",2,"c"
"Full",304,2.3630789,150.5200836,152.8831625,"nuP25",21,"f","co",2,"c"
"Full",306,2.7517713,154.6406962,157.3924675,"nuP25",21,"f","co",2,"c"
"Full",308,2.35052709999999,171.4778777,173.8284048,"nuP25",21,"f","co",2,"c"
"Full",310,2.1605514,182.4508435,184.6113949,"nuP25",21,"f","co",2,"c"
"Full",313,0.217001299999993,186.1944258,186.4114271,"nuP25",21,"f","co",2,"c"
"Full",314,2.418541,199.1317828,201.5503238,"nuP25",21,"f","co",2,"c"
"Full",316,1.2750805,204.2948969,205.5699774,"nuP25",21,"f","co",2,"c"
"Full",317,1.26700150000002,227.5593415,228.826343,"nuP25",21,"f","co",2,"c"
"Full",319,2.82500429999999,237.5142523,240.3392566,"nuP25",21,"f","co",2,"c"
"Full",322,0.171002500000043,256.0611193,256.2321218,"nuP25",21,"f","co",2,"c"
"Full",324,0.182999199999983,261.8149047,261.9979039,"nuP25",21,"f","co",2,"c"
"Full",326,0.0740183999999999,265.7119717,265.7859901,"nuP25",21,"f","co",2,"c"
"Full",327,2.68588349999999,276.6700805,279.355964,"nuP25",21,"f","co",2,"c"
"Full",328,0.840700700000014,286.2563327,287.0970334,"nuP25",21,"f","co",2,"c"
"Full",330,2.14806290000001,288.6790348,290.8270977,"nuP25",21,"f","co",2,"c"
"Full",332,1.93103329999997,292.3646041,294.2956374,"nuP25",21,"f","co",2,"c"
"Full",334,2.44107670000005,296.7537351,299.1948118,"nuP25",21,"f","co",2,"c"
"Old Drop",275,0.3620014,30.7859549,31.1479563,"nuP25",21,"f","co",2,"c"
"Old Drop",278,0.495086200000003,47.3437224,47.8388086,"nuP25",21,"f","co",2,"c"
"Old Drop",283,1.1610075,75.1541784,76.3151859,"nuP25",21,"f","co",2,"c"
"Old Drop",287,0.496003000000002,87.2156629,87.7116659,"nuP25",21,"f","co",2,"c"
"Old Drop",289,0.2520016,93.0458318,93.2978334,"nuP25",21,"f","co",2,"c"
"Old Drop",290,0.538563799999991,99.077498,99.6160618,"nuP25",21,"f","co",2,"c"
"Old Drop",292,0.628002300000006,104.5296303,105.1576326,"nuP25",21,"f","co",2,"c"
"Old Drop",302,0.693002199999995,147.9439591,148.6369613,"nuP25",21,"f","co",2,"c"
"Old Drop",304,0.62100190000001,151.6161387,152.2371406,"nuP25",21,"f","co",2,"c"
"Old Drop",306,0.395020700000003,156.0964084,156.4914291,"nuP25",21,"f","co",2,"c"
"Old Drop",308,0.273000499999995,172.9208791,173.1938796,"nuP25",21,"f","co",2,"c"
"Old Drop",310,0.307001899999989,183.6493929,183.9563948,"nuP25",21,"f","co",2,"c"
"Old Drop",314,0.245002299999982,200.7473208,200.9923231,"nuP25",21,"f","co",2,"c"
"Old Drop",316,0.319020399999999,204.2948969,204.6139173,"nuP25",21,"f","co",2,"c"
"Old Drop",317,0.677000400000026,227.5593415,228.2363419,"nuP25",21,"f","co",2,"c"
"Old Drop",319,0.0850010000000054,239.3902549,239.4752559,"nuP25",21,"f","co",2,"c"
"Old Drop",327,0.892132400000037,278.061832,278.9539644,"nuP25",21,"f","co",2,"c"
"Old Drop",328,0.399003300000004,286.2563327,286.655336,"nuP25",21,"f","co",2,"c"
"Old Drop",330,0.61953010000002,289.6980584,290.3175885,"nuP25",21,"f","co",2,"c"
"Old Drop",332,0.773000500000023,293.0406359,293.8136364,"nuP25",21,"f","co",2,"c"
"Old Drop",334,0.774001199999987,297.8968094,298.6708106,"nuP25",21,"f","co",2,"c"
"Grab",336,0.2960185,2.1737704,2.4697889,"nuP25",21,"f","comp",2,"c"
"Grab",338,0.2950359,7.4860026,7.7810385,"nuP25",21,"f","comp",2,"c"
"Grab",340,0.0190004999999989,9.8579357,9.8769362,"nuP25",21,"f","comp",2,"c"
"Grab",342,0.0400020000000012,12.3170697,12.3570717,"nuP25",21,"f","comp",2,"c"
"Grab",344,0.207528200000002,19.2542597,19.4617879,"nuP25",21,"f","comp",2,"c"
"Grab",345,0.0850046999999989,22.9075922,22.9925969,"nuP25",21,"f","comp",2,"c"
"Grab",349,0.1280036,30.8773053,31.0053089,"nuP25",21,"f","comp",2,"c"
"Grab",353,0.763018600000002,40.7658609,41.5288795,"nuP25",21,"f","comp",2,"c"
"Grab",354,0.163527899999998,43.8139257,43.9774536,"nuP25",21,"f","comp",2,"c"
"Grab",358,0.218005099999999,56.0536701,56.2716752,"nuP25",21,"f","comp",2,"c"
"Grab",360,0.213004999999995,58.9034236,59.1164286,"nuP25",21,"f","comp",2,"c"
"Grab",363,0.110003299999988,68.8766135,68.9866168,"nuP25",21,"f","comp",2,"c"
"Grab",364,0.1320044,71.2898385,71.4218429,"nuP25",21,"f","comp",2,"c"
"Grab",366,0.345007899999999,73.359116,73.7041239,"nuP25",21,"f","comp",2,"c"
"Grab",368,0.0730020000000025,80.1761528,80.2491548,"nuP25",21,"f","comp",2,"c"
"Grab",370,0.797019500000005,85.2734641,86.0704836,"nuP25",21,"f","comp",2,"c"
"Grab",373,0.491011,94.1369386,94.6279496,"nuP25",21,"f","comp",2,"c"
"Grab",376,0.354065700000007,106.4626395,106.8167052,"nuP25",21,"f","comp",2,"c"
"Grab",378,0.230005599999998,109.1070795,109.3370851,"nuP25",21,"f","comp",2,"c"
"Grab",380,0.2860795,111.9937838,112.2798633,"nuP25",21,"f","comp",2,"c"
"Grab",382,0.385582400000004,117.4706819,117.8562643,"nuP25",21,"f","comp",2,"c"
"Grab",384,0.205517200000003,124.3020408,124.507558,"nuP25",21,"f","comp",2,"c"
"Grab",386,0.524167000000006,127.3165329,127.8406999,"nuP25",21,"f","comp",2,"c"
"Grab",388,0.540011899999996,132.3100107,132.8500226,"nuP25",21,"f","comp",2,"c"
"Grab",390,0.34300829999998,135.027068,135.3700763,"nuP25",21,"f","comp",2,"c"
"Grab",392,0.176003699999995,138.9387555,139.1147592,"nuP25",21,"f","comp",2,"c"
"Grab",394,0.0950198000000171,144.9489324,145.0439522,"nuP25",21,"f","comp",2,"c"
"Grab",396,0.0410010000000227,148.7331965,148.7741975,"nuP25",21,"f","comp",2,"c"
"Grab",398,0.187004999999999,152.2433201,152.4303251,"nuP25",21,"f","comp",2,"c"
"Grab",400,0.338052599999997,154.2416861,154.5797387,"nuP25",21,"f","comp",2,"c"
"Grab",403,0.272005499999977,162.6656977,162.9377032,"nuP25",21,"f","comp",2,"c"
"Grab",405,0.0960019999999986,165.871636,165.967638,"nuP25",21,"f","comp",2,"c"
"Grab",407,0.275567700000011,173.6900124,173.9655801,"nuP25",21,"f","comp",2,"c"
"Grab",409,0.0760018000000002,176.6532408,176.7292426,"nuP25",21,"f","comp",2,"c"
"Grab",411,0.0850246000000254,181.7861161,181.8711407,"nuP25",21,"f","comp",2,"c"
"Grab",413,0.152004500000004,183.8923365,184.044341,"nuP25",21,"f","comp",2,"c"
"Grab",415,0.211004700000018,186.0444327,186.2554374,"nuP25",21,"f","comp",2,"c"
"Grab",418,0.217004700000018,193.8808551,194.0978598,"nuP25",21,"f","comp",2,"c"
"Grab",421,0.0290018000000032,201.7782498,201.8072516,"nuP25",21,"f","comp",2,"c"
"Grab",423,0.00600009999999429,208.6403562,208.6463563,"nuP25",21,"f","comp",2,"c"
"Grab",425,0.121020700000003,217.0915319,217.2125526,"nuP25",21,"f","comp",2,"c"
"Grab",427,0.263551899999982,221.1476748,221.4112267,"nuP25",21,"f","comp",2,"c"
"Grab",430,0.140003100000001,228.7894401,228.9294432,"nuP25",21,"f","comp",2,"c"
"Grab",433,0.302522399999987,240.4300101,240.7325325,"nuP25",21,"f","comp",2,"c"
"Grab",435,0.2870068,242.6317803,242.9187871,"nuP25",21,"f","comp",2,"c"
"Grab",437,0.0980327999999986,246.1232032,246.221236,"nuP25",21,"f","comp",2,"c"
"Grab",439,0.282008499999989,248.4821841,248.7641926,"nuP25",21,"f","comp",2,"c"
"Grab",441,0.197004800000002,255.0660882,255.263093,"nuP25",21,"f","comp",2,"c"
"Grab",445,0.00900060000003577,262.4850565,262.4940571,"nuP25",21,"f","comp",2,"c"
"Grab",447,0.0845262999999932,264.5136418,264.5981681,"nuP25",21,"f","comp",2,"c"
"Grab",450,0.163515899999993,271.6693821,271.832898,"nuP25",21,"f","comp",2,"c"
"Grab",453,0.0190001999999936,276.8635898,276.88259,"nuP25",21,"f","comp",2,"c"
"Grab",455,0.151004100000023,278.8666771,279.0176812,"nuP25",21,"f","comp",2,"c"
"Grab",458,0.274008299999991,284.5877575,284.8617658,"nuP25",21,"f","comp",2,"c"
"Grab",460,0.379008099999965,286.9368084,287.3158165,"nuP25",21,"f","comp",2,"c"
"Grab",462,0.065001900000027,289.2908576,289.3558595,"nuP25",21,"f","comp",2,"c"
"Grab",464,0.0520017999999709,291.3689016,291.4209034,"nuP25",21,"f","comp",2,"c"
"Grab",466,0.0190003000000161,294.015824,294.0348243,"nuP25",21,"f","comp",2,"c"
"Grab",468,0.0850019000000088,296.8483213,296.9333232,"nuP25",21,"f","comp",2,"c"
"Grab",470,0.132005200000037,298.9983673,299.1303725,"nuP25",21,"f","comp",2,"c"
"Place",336,0.6610368,3.5088433,4.1698801,"nuP25",21,"f","comp",2,"c"
"Place",338,0.8531359,8.3041585,9.1572944,"nuP25",21,"f","comp",2,"c"
"Place",340,1.0740605,10.4489675,11.523028,"nuP25",21,"f","comp",2,"c"
"Place",342,0.9640773,13.5822334,14.5463107,"nuP25",21,"f","comp",2,"c"
"Place",345,0.8370453,23.6156311,24.4526764,"nuP25",21,"f","comp",2,"c"
"Place",346,0.9005978,25.4957933,26.3963911,"nuP25",21,"f","comp",2,"c"
"Place",347,0.776015399999999,29.2525352,30.0285506,"nuP25",21,"f","comp",2,"c"
"Place",349,0.803623099999999,31.6036314,32.4072545,"nuP25",21,"f","comp",2,"c"
"Place",350,1.0080177,36.8623674,37.8703851,"nuP25",21,"f","comp",2,"c"
"Place",351,0.888087400000003,39.6247681,40.5128555,"nuP25",21,"f","comp",2,"c"
"Place",355,1.1726742,49.0675107,50.2401849,"nuP25",21,"f","comp",2,"c"
"Place",356,0.778015700000005,53.386582,54.1645977,"nuP25",21,"f","comp",2,"c"
"Place",358,1.1620355,56.8387123,58.0007478,"nuP25",21,"f","comp",2,"c"
"Place",360,0.683014300000004,59.6954405,60.3784548,"nuP25",21,"f","comp",2,"c"
"Place",361,0.823082900000003,63.9580971,64.78118,"nuP25",21,"f","comp",2,"c"
"Place",364,0.99642630000001,71.8116788,72.8081051,"nuP25",21,"f","comp",2,"c"
"Place",366,1.2987868,74.3106806,75.6094674,"nuP25",21,"f","comp",2,"c"
"Place",368,0.913178399999993,80.8941688,81.8073472,"nuP25",21,"f","comp",2,"c"
"Place",370,1.1521947,86.5800074,87.7322021,"nuP25",21,"f","comp",2,"c"
"Place",371,0.807532200000011,92.0273795,92.8349117,"nuP25",21,"f","comp",2,"c"
"Place",373,1.29303639999999,95.4369661,96.7300025,"nuP25",21,"f","comp",2,"c"
"Place",374,0.951060100000007,101.4862395,102.4372996,"nuP25",21,"f","comp",2,"c"
"Place",376,0.969021699999999,107.3767905,108.3458122,"nuP25",21,"f","comp",2,"c"
"Place",378,0.700644099999991,110.0241208,110.7247649,"nuP25",21,"f","comp",2,"c"
"Place",380,0.71216299999999,113.2808791,113.9930421,"nuP25",21,"f","comp",2,"c"
"Place",382,0.697016399999995,118.6662792,119.3632956,"nuP25",21,"f","comp",2,"c"
"Place",384,1.03478200000001,125.9668186,127.0016006,"nuP25",21,"f","comp",2,"c"
"Place",386,0.702034200000014,129.5277553,130.2297895,"nuP25",21,"f","comp",2,"c"
"Place",388,0.778016799999989,133.4060334,134.1840502,"nuP25",21,"f","comp",2,"c"
"Place",390,1.01556429999999,135.8931549,136.9087192,"nuP25",21,"f","comp",2,"c"
"Place",392,0.694168499999989,141.9628587,142.6570272,"nuP25",21,"f","comp",2,"c"
"Place",394,0.785586999999992,145.8113059,146.5968929,"nuP25",21,"f","comp",2,"c"
"Place",396,0.725065999999998,149.4352108,150.1602768,"nuP25",21,"f","comp",2,"c"
"Place",398,0.790479000000005,152.99539,153.785869,"nuP25",21,"f","comp",2,"c"
"Place",400,0.791016900000017,155.1409766,155.9319935,"nuP25",21,"f","comp",2,"c"
"Place",401,0.774015600000013,158.7504889,159.5245045,"nuP25",21,"f","comp",2,"c"
"Place",403,0.973019699999981,163.4347146,164.4077343,"nuP25",21,"f","comp",2,"c"
"Place",405,0.835018399999996,166.6256517,167.4606701,"nuP25",21,"f","comp",2,"c"
"Place",407,1.02406389999999,174.5191536,175.5432175,"nuP25",21,"f","comp",2,"c"
"Place",409,0.745015800000004,177.1402511,177.8852669,"nuP25",21,"f","comp",2,"c"
"Place",411,0.676656600000001,182.4396644,183.116321,"nuP25",21,"f","comp",2,"c"
"Place",413,0.802068300000002,184.5713512,185.3734195,"nuP25",21,"f","comp",2,"c"
"Place",415,0.761041300000016,186.9581342,187.7191755,"nuP25",21,"f","comp",2,"c"
"Place",416,0.291237499999994,190.0122246,190.3034621,"nuP25",21,"f","comp",2,"c"
"Place",418,0.956020800000005,194.6328718,195.5888926,"nuP25",21,"f","comp",2,"c"
"Place",419,0.381536699999998,198.3806026,198.7621393,"nuP25",21,"f","comp",2,"c"
"Place",421,1.11294649999999,206.6617608,207.7747073,"nuP25",21,"f","comp",2,"c"
"Place",423,1.14636320000002,209.2599421,210.4063053,"nuP25",21,"f","comp",2,"c"
"Place",425,1.02102070000001,217.9135671,218.9345878,"nuP25",21,"f","comp",2,"c"
"Place",427,1.00933499999999,222.4816085,223.4909435,"nuP25",21,"f","comp",2,"c"
"Place",428,0.903018000000003,225.880022,226.78304,"nuP25",21,"f","comp",2,"c"
"Place",430,0.975020499999999,229.4854556,230.4604761,"nuP25",21,"f","comp",2,"c"
"Place",431,0.951171399999993,235.5507159,236.5018873,"nuP25",21,"f","comp",2,"c"
"Place",433,0.699711399999984,241.5030604,242.2027718,"nuP25",21,"f","comp",2,"c"
"Place",435,0.790018199999992,243.5147986,244.3048168,"nuP25",21,"f","comp",2,"c"
"Place",437,1.07028549999998,246.9408338,248.0111193,"nuP25",21,"f","comp",2,"c"
"Place",439,0.89762429999999,249.3272024,250.2248267,"nuP25",21,"f","comp",2,"c"
"Place",441,0.700015899999983,255.9751084,256.6751243,"nuP25",21,"f","comp",2,"c"
"Place",442,0.707058200000006,258.3312135,259.0382717,"nuP25",21,"f","comp",2,"c"
"Place",443,0.716529200000025,260.8515086,261.5680378,"nuP25",21,"f","comp",2,"c"
"Place",445,0.497043700000006,263.3740758,263.8711195,"nuP25",21,"f","comp",2,"c"
"Place",447,0.714659899999958,265.1497613,265.8644212,"nuP25",21,"f","comp",2,"c"
"Place",448,0.338007399999981,269.3760022,269.7140096,"nuP25",21,"f","comp",2,"c"
"Place",450,0.728015500000026,272.8695926,273.5976081,"nuP25",21,"f","comp",2,"c"
"Place",451,1.06849219999998,274.5298978,275.59839,"nuP25",21,"f","comp",2,"c"
"Place",453,0.690014099999985,277.4076471,278.0976612,"nuP25",21,"f","comp",2,"c"
"Place",455,0.769015899999999,279.3956895,280.1647054,"nuP25",21,"f","comp",2,"c"
"Place",456,0.810036700000012,282.1088191,282.9188558,"nuP25",21,"f","comp",2,"c"
"Place",458,0.74501650000002,285.3957746,286.1407911,"nuP25",21,"f","comp",2,"c"
"Place",460,0.508987900000022,287.8728508,288.3818387,"nuP25",21,"f","comp",2,"c"
"Place",462,0.544011399999988,290.0168729,290.5608843,"nuP25",21,"f","comp",2,"c"
"Place",464,0.772551700000008,292.0609159,292.8334676,"nuP25",21,"f","comp",2,"c"
"Place",466,0.463581200000021,294.9164336,295.3800148,"nuP25",21,"f","comp",2,"c"
"Place",468,0.577012299999978,297.6353381,298.2123504,"nuP25",21,"f","comp",2,"c"
"Full",336,1.9961097,2.1737704,4.1698801,"nuP25",21,"f","comp",2,"c"
"Full",338,1.6712918,7.4860026,9.1572944,"nuP25",21,"f","comp",2,"c"
"Full",340,1.6650923,9.8579357,11.523028,"nuP25",21,"f","comp",2,"c"
"Full",342,2.229241,12.3170697,14.5463107,"nuP25",21,"f","comp",2,"c"
"Full",344,0.207528200000002,19.2542597,19.4617879,"nuP25",21,"f","comp",2,"c"
"Full",345,1.5450842,22.9075922,24.4526764,"nuP25",21,"f","comp",2,"c"
"Full",346,0.9005978,25.4957933,26.3963911,"nuP25",21,"f","comp",2,"c"
"Full",347,0.776015399999999,29.2525352,30.0285506,"nuP25",21,"f","comp",2,"c"
"Full",349,1.5299492,30.8773053,32.4072545,"nuP25",21,"f","comp",2,"c"
"Full",350,1.0080177,36.8623674,37.8703851,"nuP25",21,"f","comp",2,"c"
"Full",351,0.888087400000003,39.6247681,40.5128555,"nuP25",21,"f","comp",2,"c"
"Full",353,0.763018600000002,40.7658609,41.5288795,"nuP25",21,"f","comp",2,"c"
"Full",354,0.163527899999998,43.8139257,43.9774536,"nuP25",21,"f","comp",2,"c"
"Full",355,1.1726742,49.0675107,50.2401849,"nuP25",21,"f","comp",2,"c"
"Full",356,0.778015700000005,53.386582,54.1645977,"nuP25",21,"f","comp",2,"c"
"Full",358,1.9470777,56.0536701,58.0007478,"nuP25",21,"f","comp",2,"c"
"Full",360,1.4750312,58.9034236,60.3784548,"nuP25",21,"f","comp",2,"c"
"Full",361,0.823082900000003,63.9580971,64.78118,"nuP25",21,"f","comp",2,"c"
"Full",363,0.110003299999988,68.8766135,68.9866168,"nuP25",21,"f","comp",2,"c"
"Full",364,1.5182666,71.2898385,72.8081051,"nuP25",21,"f","comp",2,"c"
"Full",366,2.2503514,73.359116,75.6094674,"nuP25",21,"f","comp",2,"c"
"Full",368,1.6311944,80.1761528,81.8073472,"nuP25",21,"f","comp",2,"c"
"Full",370,2.458738,85.2734641,87.7322021,"nuP25",21,"f","comp",2,"c"
"Full",371,0.807532200000011,92.0273795,92.8349117,"nuP25",21,"f","comp",2,"c"
"Full",373,2.5930639,94.1369386,96.7300025,"nuP25",21,"f","comp",2,"c"
"Full",374,0.951060100000007,101.4862395,102.4372996,"nuP25",21,"f","comp",2,"c"
"Full",376,1.8831727,106.4626395,108.3458122,"nuP25",21,"f","comp",2,"c"
"Full",378,1.6176854,109.1070795,110.7247649,"nuP25",21,"f","comp",2,"c"
"Full",380,1.99925829999999,111.9937838,113.9930421,"nuP25",21,"f","comp",2,"c"
"Full",382,1.8926137,117.4706819,119.3632956,"nuP25",21,"f","comp",2,"c"
"Full",384,2.6995598,124.3020408,127.0016006,"nuP25",21,"f","comp",2,"c"
"Full",386,2.91325660000001,127.3165329,130.2297895,"nuP25",21,"f","comp",2,"c"
"Full",388,1.87403950000001,132.3100107,134.1840502,"nuP25",21,"f","comp",2,"c"
"Full",390,1.88165119999999,135.027068,136.9087192,"nuP25",21,"f","comp",2,"c"
"Full",392,3.71827169999997,138.9387555,142.6570272,"nuP25",21,"f","comp",2,"c"
"Full",394,1.64796050000001,144.9489324,146.5968929,"nuP25",21,"f","comp",2,"c"
"Full",396,1.4270803,148.7331965,150.1602768,"nuP25",21,"f","comp",2,"c"
"Full",398,1.54254889999999,152.2433201,153.785869,"nuP25",21,"f","comp",2,"c"
"Full",400,1.69030739999999,154.2416861,155.9319935,"nuP25",21,"f","comp",2,"c"
"Full",401,0.774015600000013,158.7504889,159.5245045,"nuP25",21,"f","comp",2,"c"
"Full",403,1.74203659999998,162.6656977,164.4077343,"nuP25",21,"f","comp",2,"c"
"Full",405,1.58903409999999,165.871636,167.4606701,"nuP25",21,"f","comp",2,"c"
"Full",407,1.8532051,173.6900124,175.5432175,"nuP25",21,"f","comp",2,"c"
"Full",409,1.23202610000001,176.6532408,177.8852669,"nuP25",21,"f","comp",2,"c"
"Full",411,1.33020490000001,181.7861161,183.116321,"nuP25",21,"f","comp",2,"c"
"Full",413,1.48108300000001,183.8923365,185.3734195,"nuP25",21,"f","comp",2,"c"
"Full",415,1.67474280000002,186.0444327,187.7191755,"nuP25",21,"f","comp",2,"c"
"Full",416,0.291237499999994,190.0122246,190.3034621,"nuP25",21,"f","comp",2,"c"
"Full",418,1.70803750000002,193.8808551,195.5888926,"nuP25",21,"f","comp",2,"c"
"Full",419,0.381536699999998,198.3806026,198.7621393,"nuP25",21,"f","comp",2,"c"
"Full",421,5.99645749999999,201.7782498,207.7747073,"nuP25",21,"f","comp",2,"c"
"Full",423,1.7659491,208.6403562,210.4063053,"nuP25",21,"f","comp",2,"c"
"Full",425,1.8430559,217.0915319,218.9345878,"nuP25",21,"f","comp",2,"c"
"Full",427,2.34326869999998,221.1476748,223.4909435,"nuP25",21,"f","comp",2,"c"
"Full",428,0.903018000000003,225.880022,226.78304,"nuP25",21,"f","comp",2,"c"
"Full",430,1.67103599999999,228.7894401,230.4604761,"nuP25",21,"f","comp",2,"c"
"Full",431,0.951171399999993,235.5507159,236.5018873,"nuP25",21,"f","comp",2,"c"
"Full",433,1.77276169999999,240.4300101,242.2027718,"nuP25",21,"f","comp",2,"c"
"Full",435,1.67303649999999,242.6317803,244.3048168,"nuP25",21,"f","comp",2,"c"
"Full",437,1.88791609999998,246.1232032,248.0111193,"nuP25",21,"f","comp",2,"c"
"Full",439,1.74264259999998,248.4821841,250.2248267,"nuP25",21,"f","comp",2,"c"
"Full",441,1.6090361,255.0660882,256.6751243,"nuP25",21,"f","comp",2,"c"
"Full",442,0.707058200000006,258.3312135,259.0382717,"nuP25",21,"f","comp",2,"c"
"Full",443,0.716529200000025,260.8515086,261.5680378,"nuP25",21,"f","comp",2,"c"
"Full",445,1.38606300000004,262.4850565,263.8711195,"nuP25",21,"f","comp",2,"c"
"Full",447,1.35077939999996,264.5136418,265.8644212,"nuP25",21,"f","comp",2,"c"
"Full",448,0.338007399999981,269.3760022,269.7140096,"nuP25",21,"f","comp",2,"c"
"Full",450,1.928226,271.6693821,273.5976081,"nuP25",21,"f","comp",2,"c"
"Full",451,1.06849219999998,274.5298978,275.59839,"nuP25",21,"f","comp",2,"c"
"Full",453,1.2340714,276.8635898,278.0976612,"nuP25",21,"f","comp",2,"c"
"Full",455,1.2980283,278.8666771,280.1647054,"nuP25",21,"f","comp",2,"c"
"Full",456,0.810036700000012,282.1088191,282.9188558,"nuP25",21,"f","comp",2,"c"
"Full",458,1.55303359999999,284.5877575,286.1407911,"nuP25",21,"f","comp",2,"c"
"Full",460,1.44503029999998,286.9368084,288.3818387,"nuP25",21,"f","comp",2,"c"
"Full",462,1.27002670000002,289.2908576,290.5608843,"nuP25",21,"f","comp",2,"c"
"Full",464,1.46456599999999,291.3689016,292.8334676,"nuP25",21,"f","comp",2,"c"
"Full",466,1.36419080000002,294.015824,295.3800148,"nuP25",21,"f","comp",2,"c"
"Full",468,1.36402909999998,296.8483213,298.2123504,"nuP25",21,"f","comp",2,"c"
"Full",470,0.132005200000037,298.9983673,299.1303725,"nuP25",21,"f","comp",2,"c"
"Old Drop",336,0.3730222,3.5088433,3.8818655,"nuP25",21,"f","comp",2,"c"
"Old Drop",338,0.341538700000001,8.3041585,8.6456972,"nuP25",21,"f","comp",2,"c"
"Old Drop",340,0.6950398,10.4489675,11.1440073,"nuP25",21,"f","comp",2,"c"
"Old Drop",342,0.4900518,13.5822334,14.0722852,"nuP25",21,"f","comp",2,"c"
"Old Drop",345,0.375021399999998,23.6156311,23.9906525,"nuP25",21,"f","comp",2,"c"
"Old Drop",346,0.4105706,25.4957933,25.9063639,"nuP25",21,"f","comp",2,"c"
"Old Drop",347,0.458008100000001,29.2525352,29.7105433,"nuP25",21,"f","comp",2,"c"
"Old Drop",349,0.2655557,31.6036314,31.8691871,"nuP25",21,"f","comp",2,"c"
"Old Drop",350,0.671010800000005,36.8623674,37.5333782,"nuP25",21,"f","comp",2,"c"
"Old Drop",351,0.520061900000002,39.6247681,40.14483,"nuP25",21,"f","comp",2,"c"
"Old Drop",355,0.536610400000001,49.0675107,49.6041211,"nuP25",21,"f","comp",2,"c"
"Old Drop",356,0.141003300000001,53.386582,53.5275853,"nuP25",21,"f","comp",2,"c"
"Old Drop",358,0.674025200000003,56.8387123,57.5127375,"nuP25",21,"f","comp",2,"c"
"Old Drop",360,0.397009200000007,59.6954405,60.0924497,"nuP25",21,"f","comp",2,"c"
"Old Drop",361,0.287006199999993,63.9580971,64.2451033,"nuP25",21,"f","comp",2,"c"
