"sequenceNum","cubeColor","moveTime","startTime","endTime","Participant","Age","Sex","Condition","Trial","Group"
453,"Gold",0.0979999999999563,265.7900561,265.8880561,"nuP27",19,"f","comp",1,"c"
455,"Blue",0.299000499999977,267.4720585,267.771059,"nuP27",19,"f","comp",1,"c"
457,"Red",0.369999800000016,272.2950653,272.6650651,"nuP27",19,"f","comp",1,"c"
459,"Blue",0.176001399999961,274.2700669,274.4460683,"nuP27",19,"f","comp",1,"c"
462,"Gold",0.0380003000000215,278.8950698,278.9330701,"nuP27",19,"f","comp",1,"c"
464,"Red",0.178000900000029,281.9460716,282.1240725,"nuP27",19,"f","comp",1,"c"
466,"Blue",0.765000999999984,284.2370722,285.0020732,"nuP27",19,"f","comp",1,"c"
468,"White",0.211002000000008,287.2730746,287.4840766,"nuP27",19,"f","comp",1,"c"
470,"Red",0.211999999999989,292.5650769,292.7770769,"nuP27",19,"f","comp",1,"c"
472,"Blue",0.147000199999979,295.1640784,295.3110786,"nuP27",19,"f","comp",1,"c"
600,"Gold",0.1600014,2.1890208,2.3490222,"nuP28",20,"f","co",1,"c"
601,"Red",0.1280006,4.3260404,4.454041,"nuP28",20,"f","co",1,"c"
603,"White",0.396006099999999,9.7840898,10.1800959,"nuP28",20,"f","co",1,"c"
606,"Gold",0.1370022,12.3191156,12.4561178,"nuP28",20,"f","co",1,"c"
608,"Gold",0.2650036,15.1621405,15.4271441,"nuP28",20,"f","co",1,"c"
610,"Gold",0.3690034,19.2991787,19.6681821,"nuP28",20,"f","co",1,"c"
612,"Gold",1.4540145,23.455218,24.9092325,"nuP28",20,"f","co",1,"c"
613,"Red",0.205002899999997,27.4692545,27.6742574,"nuP28",20,"f","co",1,"c"
615,"Red",0.220001100000001,31.3772926,31.5972937,"nuP28",20,"f","co",1,"c"
617,"White",0.228003399999999,37.5133499,37.7413533,"nuP28",20,"f","co",1,"c"
619,"White",0.285004000000001,41.6323863,41.9173903,"nuP28",20,"f","co",1,"c"
622,"Gold",0.165002899999998,45.7744245,45.9394274,"nuP28",20,"f","co",1,"c"
624,"Gold",0.255004100000001,51.175475,51.4304791,"nuP28",20,"f","co",1,"c"
626,"Gold",0.234001400000004,57.6705367,57.9045381,"nuP28",20,"f","co",1,"c"
628,"Gold",0.447005400000002,60.7515654,61.1985708,"nuP28",20,"f","co",1,"c"
630,"Gold",0.2420027,64.1475967,64.3895994,"nuP28",20,"f","co",1,"c"
632,"Gold",0.765007100000005,68.1976334,68.9626405,"nuP28",20,"f","co",1,"c"
633,"Red",0.128001299999994,75.5957037,75.723705,"nuP28",20,"f","co",1,"c"
636,"Red",0.615006500000007,82.9617717,83.5767782,"nuP28",20,"f","co",1,"c"
639,"Gold",1.5460143,131.3622214,132.9082357,"nuP28",20,"f","co",1,"c"
640,"Red",0.00999859999998876,136.4672705,136.4772691,"nuP28",20,"f","co",1,"c"
643,"Gold",1.2470137,145.0253485,146.2723622,"nuP28",20,"f","co",1,"c"
644,"Red",0.209003100000018,149.968449,150.1774521,"nuP28",20,"f","co",1,"c"
645,"Red",0.134999899999997,157.4385202,157.5735201,"nuP28",20,"f","co",1,"c"
648,"Gold",0.439001700000006,165.6535878,166.0925895,"nuP28",20,"f","co",1,"c"
649,"White",0.0240038000000027,167.4315932,167.455597,"nuP28",20,"f","co",1,"c"
652,"Red",0.0390021999999988,173.8291355,173.8681377,"nuP28",20,"f","co",1,"c"
654,"White",0.219000500000021,176.1581441,176.3771446,"nuP28",20,"f","co",1,"c"
657,"Gold",0.255002100000013,180.7386775,180.9936796,"nuP28",20,"f","co",1,"c"
659,"Gold",0.208000800000008,183.851691,184.0596918,"nuP28",20,"f","co",1,"c"
662,"Red",0.299999100000008,202.1787626,202.4787617,"nuP28",20,"f","co",1,"c"
665,"Gold",0.96500709999998,220.5748325,221.5398396,"nuP28",20,"f","co",1,"c"
667,"White",0.297003700000005,228.7698643,229.066868,"nuP28",20,"f","co",1,"c"
671,"Gold",0.375004399999995,237.4868982,237.8619026,"nuP28",20,"f","co",1,"c"
673,"Gold",0.0110003000000063,248.9759445,248.9869448,"nuP28",20,"f","co",1,"c"
674,"Red",0.536002899999971,256.4849725,257.0209754,"nuP28",20,"f","co",1,"c"
677,"Gold",0.403999899999974,263.8995228,264.3035227,"nuP28",20,"f","co",1,"c"
680,"Red",0.467004699999961,286.6586095,287.1256142,"nuP28",20,"f","co",1,"c"
681,"White",0.429003099999989,292.9816348,293.4106379,"nuP28",20,"f","co",1,"c"
1,"White",0.1930028,3.2720651,3.4650679,"nuP28",20,"f","solo",1,"c"
3,"Red",0.5740111,11.0602158,11.6342269,"nuP28",20,"f","solo",1,"c"
5,"Blue",0.551011200000001,20.5424024,21.0934136,"nuP28",20,"f","solo",1,"c"
7,"Red",0.396010799999999,23.2454548,23.6414656,"nuP28",20,"f","solo",1,"c"
9,"Gold",1.3290261,27.4995385,28.8285646,"nuP28",20,"f","solo",1,"c"
10,"White",0.602013400000001,31.5086166,32.11063,"nuP28",20,"f","solo",1,"c"
11,"Blue",0.653012000000004,33.8416632,34.4946752,"nuP28",20,"f","solo",1,"c"
13,"Red",0.582012800000001,37.9077421,38.4897549,"nuP28",20,"f","solo",1,"c"
15,"Blue",0.5430134,43.304848,43.8478614,"nuP28",20,"f","solo",1,"c"
18,"Red",0.505009200000003,56.999117,57.5041262,"nuP28",20,"f","solo",1,"c"
20,"Blue",0.202004699999996,62.6582281,62.8602328,"nuP28",20,"f","solo",1,"c"
22,"Red",0.214004599999996,66.064295,66.2782996,"nuP28",20,"f","solo",1,"c"
24,"Blue",0.436010600000003,71.4713994,71.90741,"nuP28",20,"f","solo",1,"c"
26,"Blue",0.534011399999997,76.2764947,76.8105061,"nuP28",20,"f","solo",1,"c"
27,"Red",0.334006299999999,82.2726127,82.606619,"nuP28",20,"f","solo",1,"c"
28,"White",0.148003300000013,90.1077668,90.2557701,"nuP28",20,"f","solo",1,"c"
30,"White",0.323005199999997,93.9298416,94.2528468,"nuP28",20,"f","solo",1,"c"
31,"Blue",1.3600284,97.6629129,99.0229413,"nuP28",20,"f","solo",1,"c"
32,"White",0.3660079,102.1480018,102.5140097,"nuP28",20,"f","solo",1,"c"
34,"Red",0.410011400000002,107.7941118,108.2041232,"nuP28",20,"f","solo",1,"c"
35,"Red",0.1060047,112.1021959,112.2082006,"nuP28",20,"f","solo",1,"c"
37,"Blue",0.337009199999997,116.2092761,116.5462853,"nuP28",20,"f","solo",1,"c"
39,"Red",0.138002499999999,120.4393606,120.5773631,"nuP28",20,"f","solo",1,"c"
41,"White",0.537012599999997,125.6364614,126.173474,"nuP28",20,"f","solo",1,"c"
43,"Blue",0.0370011999999917,132.5875985,132.6245997,"nuP28",20,"f","solo",1,"c"
44,"Blue",0.51600959999999,136.037666,136.5536756,"nuP28",20,"f","solo",1,"c"
46,"Blue",0.754015400000014,138.9837245,139.7377399,"nuP28",20,"f","solo",1,"c"
48,"White",0.494010500000002,145.5328513,146.0268618,"nuP28",20,"f","solo",1,"c"
50,"White",0.383007599999985,150.7819556,151.1649632,"nuP28",20,"f","solo",1,"c"
52,"White",0.351007400000015,153.8110151,154.1620225,"nuP28",20,"f","solo",1,"c"
54,"White",0.281007100000011,157.5890877,157.8700948,"nuP28",20,"f","solo",1,"c"
56,"White",0.374991099999988,167.2192927,167.5942838,"nuP28",20,"f","solo",1,"c"
58,"Blue",0.520009999999985,171.5393615,172.0593715,"nuP28",20,"f","solo",1,"c"
59,"Red",0.210006499999992,176.8454648,177.0554713,"nuP28",20,"f","solo",1,"c"
60,"Red",0.189020499999998,179.6605221,179.8495426,"nuP28",20,"f","solo",1,"c"
62,"White",0.4790098,182.8445822,183.323592,"nuP28",20,"f","solo",1,"c"
63,"White",0.667013499999996,187.2026683,187.8696818,"nuP28",20,"f","solo",1,"c"
65,"White",0.485010200000005,192.2177662,192.7027764,"nuP28",20,"f","solo",1,"c"
67,"White",0.669014099999998,196.5918522,197.2608663,"nuP28",20,"f","solo",1,"c"
68,"White",0.308005399999985,198.0058822,198.3138876,"nuP28",20,"f","solo",1,"c"
70,"Blue",0.166003700000005,204.4580063,204.62401,"nuP28",20,"f","solo",1,"c"
72,"Red",0.404009700000017,215.6462264,216.0502361,"nuP28",20,"f","solo",1,"c"
76,"Red",0.623011899999995,221.7583466,222.3813585,"nuP28",20,"f","solo",1,"c"
80,"White",0.171017500000005,230.2425129,230.4135304,"nuP28",20,"f","solo",1,"c"
81,"Red",0.233005599999984,232.2815515,232.5145571,"nuP28",20,"f","solo",1,"c"
83,"Red",1.0410215,241.32673,242.3677515,"nuP28",20,"f","solo",1,"c"
85,"Gold",0.590011900000007,243.4587718,244.0487837,"nuP28",20,"f","solo",1,"c"
87,"Gold",0.389008099999984,246.5998336,246.9888417,"nuP28",20,"f","solo",1,"c"
89,"Red",0.00900120000000015,250.3709064,250.3799076,"nuP28",20,"f","solo",1,"c"
92,"Gold",0.289006499999999,253.1289604,253.4179669,"nuP28",20,"f","solo",1,"c"
94,"Red",0.425010999999984,258.1530586,258.5780696,"nuP28",20,"f","solo",1,"c"
97,"Gold",0.298009100000002,262.9841534,263.2821625,"nuP28",20,"f","solo",1,"c"
101,"Gold",0.225013300000001,268.4371979,268.6622112,"nuP28",20,"f","solo",1,"c"
103,"White",0.250002700000039,276.4862629,276.7362656,"nuP28",20,"f","solo",1,"c"
106,"Gold",0.328002800000036,279.5662885,279.8942913,"nuP28",20,"f","solo",1,"c"
108,"White",0.415002000000015,284.1423258,284.5573278,"nuP28",20,"f","solo",1,"c"
109,"White",0.141001600000038,289.3083658,289.4493674,"nuP28",20,"f","solo",1,"c"
111,"Blue",0.501005500000019,294.3964059,294.8974114,"nuP28",20,"f","solo",1,"c"
112,"Blue",0.25301300000001,297.3214291,297.5744421,"nuP28",20,"f","solo",1,"c"
115,"Gold",0.4430038,4.3410335,4.7840373,"nuP28",20,"f","solo",2,"c"
117,"Red",0.796007899999999,9.0150707,9.8110786,"nuP28",20,"f","solo",2,"c"
119,"Red",0.427003800000001,16.0801286,16.5071324,"nuP28",20,"f","solo",2,"c"
121,"Red",0.246002599999997,19.6541573,19.9001599,"nuP28",20,"f","solo",2,"c"
124,"Gold",0.171001700000001,22.967184,23.1381857,"nuP28",20,"f","solo",2,"c"
127,"Gold",0.104000800000001,27.4242189,27.5282197,"nuP28",20,"f","solo",2,"c"
129,"Gold",0.207001399999999,31.5322524,31.7392538,"nuP28",20,"f","solo",2,"c"
131,"Gold",0.229003500000005,35.5502845,35.779288,"nuP28",20,"f","solo",2,"c"
133,"Gold",0.317002899999999,37.8953024,38.2123053,"nuP28",20,"f","solo",2,"c"
135,"Red",0.206002400000003,42.1653374,42.3713398,"nuP28",20,"f","solo",2,"c"
137,"Red",0.2150009,47.120377,47.3353779,"nuP28",20,"f","solo",2,"c"
139,"Red",0.1810008,50.2494018,50.4304026,"nuP28",20,"f","solo",2,"c"
142,"Gold",0.120002999999997,52.9774224,53.0974254,"nuP28",20,"f","solo",2,"c"
144,"White",0.6190043,59.4934755,60.1124798,"nuP28",20,"f","solo",2,"c"
147,"Gold",0.156001699999997,62.4374995,62.5935012,"nuP28",20,"f","solo",2,"c"
149,"Red",0.251001900000006,68.5515485,68.8025504,"nuP28",20,"f","solo",2,"c"
152,"Gold",0.204999900000004,72.9025851,73.107585,"nuP28",20,"f","solo",2,"c"
154,"Blue",0.596003800000005,80.1201545,80.7161583,"nuP28",20,"f","solo",2,"c"
155,"Red",0.373003800000006,89.8382304,90.2112342,"nuP28",20,"f","solo",2,"c"
156,"White",0.433004199999999,92.5842525,93.0172567,"nuP28",20,"f","solo",2,"c"
158,"Blue",0.245002999999997,99.648309,99.893312,"nuP28",20,"f","solo",2,"c"
161,"Blue",0.163004299999997,110.6233967,110.786401,"nuP28",20,"f","solo",2,"c"
163,"Blue",0.220002199999996,112.9794152,113.1994174,"nuP28",20,"f","solo",2,"c"
164,"Blue",0.28999970000001,115.7204405,116.0104402,"nuP28",20,"f","solo",2,"c"
168,"Gold",0.220001599999989,124.7385105,124.9585121,"nuP28",20,"f","solo",2,"c"
171,"Gold",0.876006099999984,129.8125521,130.6885582,"nuP28",20,"f","solo",2,"c"
173,"Red",0.410004000000015,140.1091492,140.5191532,"nuP28",20,"f","solo",2,"c"
175,"Blue",0.239002699999986,146.7462015,146.9852042,"nuP28",20,"f","solo",2,"c"
177,"Blue",0.676005800000013,150.1892299,150.8652357,"nuP28",20,"f","solo",2,"c"
180,"Gold",0.262002299999978,154.7172652,154.9792675,"nuP28",20,"f","solo",2,"c"
182,"Blue",0.159003499999983,157.2812858,157.4402893,"nuP28",20,"f","solo",2,"c"
184,"White",0.0750015000000133,164.067341,164.1423425,"nuP28",20,"f","solo",2,"c"
186,"White",0.0810012000000029,165.9993555,166.0803567,"nuP28",20,"f","solo",2,"c"
189,"White",0.328004299999975,178.2724535,178.6004578,"nuP28",20,"f","solo",2,"c"
191,"White",0.420004900000009,182.6464888,183.0664937,"nuP28",20,"f","solo",2,"c"
194,"Blue",0.448001299999987,191.702524,192.1505253,"nuP28",20,"f","solo",2,"c"
195,"White",0.0900005999999962,196.9015413,196.9915419,"nuP28",20,"f","solo",2,"c"
197,"Blue",0.252999200000005,199.6165518,199.869551,"nuP28",20,"f","solo",2,"c"
199,"White",0.134001000000012,201.3675562,201.5015572,"nuP28",20,"f","solo",2,"c"
201,"Blue",0.186001999999974,205.4795697,205.6655717,"nuP28",20,"f","solo",2,"c"
203,"Red",0.335000300000019,211.8365925,212.1715928,"nuP28",20,"f","solo",2,"c"
205,"Red",0.335003599999993,214.3715989,214.7066025,"nuP28",20,"f","solo",2,"c"
208,"White",0.0740003000000229,221.7386245,221.8126248,"nuP28",20,"f","solo",2,"c"
210,"White",0.168000199999994,223.7756305,223.9436307,"nuP28",20,"f","solo",2,"c"
213,"Red",0.172998899999982,231.3346563,231.5076552,"nuP28",20,"f","solo",2,"c"
214,"Red",0.341999999999985,236.913675,237.255675,"nuP28",20,"f","solo",2,"c"
218,"Red",0.316001300000011,242.872694,243.1886953,"nuP28",20,"f","solo",2,"c"
220,"Red",0.551002099999977,245.5457019,246.096704,"nuP28",20,"f","solo",2,"c"
222,"White",0.049002100000024,249.4447143,249.4937164,"nuP28",20,"f","solo",2,"c"
225,"White",0.261001100000044,256.2457381,256.5067392,"nuP28",20,"f","solo",2,"c"
227,"White",0.0279969000000051,258.3447481,258.372745,"nuP28",20,"f","solo",2,"c"
229,"White",0.045999399999971,260.2277515,260.2737509,"nuP28",20,"f","solo",2,"c"
233,"Red",0.580004199999962,272.4037913,272.9837955,"nuP28",20,"f","solo",2,"c"
235,"Red",0.24400049999997,276.2798043,276.5238048,"nuP28",20,"f","solo",2,"c"
237,"Blue",0.0550008000000162,279.939816,279.9948168,"nuP28",20,"f","solo",2,"c"
240,"Blue",0.590002099999992,283.6508275,284.2408296,"nuP28",20,"f","solo",2,"c"
242,"White",0.300001800000018,288.1528431,288.4528449,"nuP28",20,"f","solo",2,"c"
244,"White",0.0349987000000169,290.1518509,290.1868496,"nuP28",20,"f","solo",2,"c"
246,"White",0.00900309999997262,291.9988556,292.0078587,"nuP28",20,"f","solo",2,"c"
248,"White",0.128002000000038,293.5048604,293.6328624,"nuP28",20,"f","solo",2,"c"
251,"Gold",0.205001999999979,296.4038696,296.6088716,"nuP28",20,"f","solo",2,"c"
254,"Red",0.3290061,5.3941212,5.7231273,"nuP28",20,"f","co",2,"c"
257,"Gold",0.2550005,12.2042766,12.4592771,"nuP28",20,"f","co",2,"c"
258,"Red",0.415994299999998,16.3053759,16.7213702,"nuP28",20,"f","co",2,"c"
261,"Gold",0.0540029000000004,23.7635278,23.8175307,"nuP28",20,"f","co",2,"c"
262,"Red",0.0549873000000005,32.7667417,32.821729,"nuP28",20,"f","co",2,"c"
263,"White",0.543012000000004,39.4598764,40.0028884,"nuP28",20,"f","co",2,"c"
265,"Red",0.3030075,42.4689433,42.7719508,"nuP28",20,"f","co",2,"c"
267,"Gold",0.731017200000004,46.3810297,47.1120469,"nuP28",20,"f","co",2,"c"
268,"Gold",1.2180199,50.7931345,52.0111544,"nuP28",20,"f","co",2,"c"
269,"White",0.369008299999997,52.1321578,52.5011661,"nuP28",20,"f","co",2,"c"
271,"Red",0.300006699999997,55.9972444,56.2972511,"nuP28",20,"f","co",2,"c"
274,"Gold",0.538013299999996,60.7093466,61.2473599,"nuP28",20,"f","co",2,"c"
275,"White",0.396995399999994,66.2784845,66.6754799,"nuP28",20,"f","co",2,"c"
277,"White",1.0890239,70.7065704,71.7955943,"nuP28",20,"f","co",2,"c"
280,"Gold",0.268011200000004,75.3706734,75.6386846,"nuP28",20,"f","co",2,"c"
281,"Red",0.10200309999999,79.6737683,79.7757714,"nuP28",20,"f","co",2,"c"
285,"White",0.335005499999994,103.4672986,103.8023041,"nuP28",20,"f","co",2,"c"
287,"Red",0.369006900000002,111.2414698,111.6104767,"nuP28",20,"f","co",2,"c"
290,"Gold",0.159004699999997,115.3325596,115.4915643,"nuP28",20,"f","co",2,"c"
292,"Gold",0.162005500000006,117.7576132,117.9196187,"nuP28",20,"f","co",2,"c"
294,"Gold",0.167003500000007,120.4126735,120.579677,"nuP28",20,"f","co",2,"c"
296,"White",1.12402500000002,132.7209466,133.8449716,"nuP28",20,"f","co",2,"c"
300,"Gold",0.299006200000008,149.5843217,149.8833279,"nuP28",20,"f","co",2,"c"
301,"Red",0.353008400000022,153.5244081,153.8774165,"nuP28",20,"f","co",2,"c"
304,"Gold",0.249004900000017,157.1874915,157.4364964,"nuP28",20,"f","co",2,"c"
305,"Red",0.133006200000011,171.2588012,171.3918074,"nuP28",20,"f","co",2,"c"
307,"Red",0.230006600000024,174.850881,175.0808876,"nuP28",20,"f","co",2,"c"
308,"Red",0.285007700000023,179.7159888,180.0009965,"nuP28",20,"f","co",2,"c"
310,"Red",0.359008000000017,181.7890353,182.1480433,"nuP28",20,"f","co",2,"c"
313,"Gold",0.420010100000013,184.726101,185.1461111,"nuP28",20,"f","co",2,"c"
314,"White",0.308006500000005,190.5722312,190.8802377,"nuP28",20,"f","co",2,"c"
317,"Gold",0.158004000000005,195.6029652,195.7609692,"nuP28",20,"f","co",2,"c"
318,"Red",0.2400083,198.9070383,199.1470466,"nuP28",20,"f","co",2,"c"
320,"Red",0.275005600000014,201.359094,201.6340996,"nuP28",20,"f","co",2,"c"
323,"Gold",0.63101549999999,209.9872836,210.6182991,"nuP28",20,"f","co",2,"c"
324,"Red",0.370008600000006,213.6983678,214.0683764,"nuP28",20,"f","co",2,"c"
326,"Red",0.166006899999985,217.2974465,217.4634534,"nuP28",20,"f","co",2,"c"
329,"White",0.201004100000006,234.218337,234.4193411,"nuP28",20,"f","co",2,"c"
332,"Red",0.266006600000026,260.8079542,261.0739608,"nuP28",20,"f","co",2,"c"
335,"Gold",0.183006199999966,263.3270102,263.5100164,"nuP28",20,"f","co",2,"c"
337,"Gold",0.0410008999999718,268.7331317,268.7741326,"nuP28",20,"f","co",2,"c"
338,"Red",0.437010899999962,273.2552307,273.6922416,"nuP28",20,"f","co",2,"c"
341,"Gold",0.142003100000011,281.9904259,282.132429,"nuP28",20,"f","co",2,"c"
342,"Red",0.408002600000032,297.6897512,298.0977538,"nuP28",20,"f","co",2,"c"
346,"Gold",0.1700006,6.9060631,7.0760637,"nuP28",20,"f","comp",1,"f"
349,"Gold",0.289003599999999,10.0070908,10.2960944,"nuP28",20,"f","comp",1,"f"
351,"Red",0.218004000000001,12.0091077,12.2271117,"nuP28",20,"f","comp",1,"f"
353,"Gold",0.4440036,15.2751392,15.7191428,"nuP28",20,"f","comp",1,"f"
356,"White",0.277005499999998,22.2542012,22.5312067,"nuP28",20,"f","comp",1,"f"
358,"Red",0.0220002999999984,27.2252477,27.247248,"nuP28",20,"f","comp",1,"f"
359,"White",0.211003599999998,30.4412756,30.6522792,"nuP28",20,"f","comp",1,"f"
361,"Gold",0.201001900000001,37.1703379,37.3713398,"nuP28",20,"f","comp",1,"f"
363,"Gold",0.113001799999999,40.6893692,40.802371,"nuP28",20,"f","comp",1,"f"
365,"Red",0.128001900000001,45.2484105,45.3764124,"nuP28",20,"f","comp",1,"f"
367,"Blue",0.317006900000003,50.3867066,50.7037135,"nuP28",20,"f","comp",1,"f"
370,"Gold",0.202002899999997,55.1467498,55.3487527,"nuP28",20,"f","comp",1,"f"
371,"White",0.0539991999999998,58.1622961,58.2162953,"nuP28",20,"f","comp",1,"f"
374,"Blue",0.341002000000003,73.8194391,74.1604411,"nuP28",20,"f","comp",1,"f"
376,"White",0.310002900000001,76.9824674,77.2924703,"nuP28",20,"f","comp",1,"f"
377,"White",0.184001899999998,80.0024951,80.186497,"nuP28",20,"f","comp",1,"f"
379,"Red",0.0109987999999959,84.6355375,84.6465363,"nuP28",20,"f","comp",1,"f"
381,"Blue",0.162002000000001,88.3635696,88.5255716,"nuP28",20,"f","comp",1,"f"
385,"Gold",0.250003100000001,96.6456459,96.895649,"nuP28",20,"f","comp",1,"f"
387,"Gold",0.0230004999999949,99.2206692,99.2436697,"nuP28",20,"f","comp",1,"f"
389,"Gold",0.320002799999997,101.5206912,101.840694,"nuP28",20,"f","comp",1,"f"
391,"Gold",0.851009200000007,106.8117386,107.6627478,"nuP28",20,"f","comp",1,"f"
393,"Gold",0.325003300000006,109.6877648,110.0127681,"nuP28",20,"f","comp",1,"f"
394,"Blue",0.238004000000004,114.0538035,114.2918075,"nuP28",20,"f","comp",1,"f"
395,"Red",0.376002499999998,122.9691303,123.3451328,"nuP28",20,"f","comp",1,"f"
396,"Blue",0.464004100000011,126.6671636,127.1311677,"nuP28",20,"f","comp",1,"f"
397,"White",0.212001399999991,131.6982099,131.9102113,"nuP28",20,"f","comp",1,"f"
399,"White",0.222000000000008,138.8802763,139.1022763,"nuP28",20,"f","comp",1,"f"
402,"Gold",0.176003299999991,141.6672993,141.8433026,"nuP28",20,"f","comp",1,"f"
404,"Gold",0.0810017999999957,144.9753294,145.0563312,"nuP28",20,"f","comp",1,"f"
406,"Red",0.334001700000016,153.5624092,153.8964109,"nuP28",20,"f","comp",1,"f"
408,"Blue",0.319005699999991,157.288441,157.6074467,"nuP28",20,"f","comp",1,"f"
411,"Gold",0.533006900000004,162.6864914,163.2194983,"nuP28",20,"f","comp",1,"f"
413,"Blue",0.0370038000000079,170.1425581,170.1795619,"nuP28",20,"f","comp",1,"f"
416,"Gold",0.535004799999996,175.5476093,176.0826141,"nuP28",20,"f","comp",1,"f"
418,"White",0.535005699999999,179.6176451,180.1526508,"nuP28",20,"f","comp",1,"f"
421,"Gold",0.162001000000004,184.1166869,184.2786879,"nuP28",20,"f","comp",1,"f"
423,"Red",0.310004600000013,187.3097159,187.6197205,"nuP28",20,"f","comp",1,"f"
425,"Red",0.0400014999999883,191.9337571,191.9737586,"nuP28",20,"f","comp",1,"f"
427,"White",0.505003600000009,198.3358166,198.8408202,"nuP28",20,"f","comp",1,"f"
429,"White",0.340019299999994,204.2788453,204.6188646,"nuP28",20,"f","comp",1,"f"
433,"Gold",0.207987200000019,212.3298884,212.5378756,"nuP28",20,"f","comp",1,"f"
435,"Gold",0.0959993999999824,215.3208869,215.4168863,"nuP28",20,"f","comp",1,"f"
438,"Blue",0.0610142999999823,223.0949161,223.1559304,"nuP28",20,"f","comp",1,"f"
439,"Blue",0.0710006999999848,224.6209216,224.6919223,"nuP28",20,"f","comp",1,"f"
442,"Gold",0.212006299999985,229.2719399,229.4839462,"nuP28",20,"f","comp",1,"f"
445,"Gold",0.64199450000001,231.8629584,232.5049529,"nuP28",20,"f","comp",1,"f"
448,"White",0.214994799999999,239.6399865,239.8549813,"nuP28",20,"f","comp",1,"f"
450,"Red",0.00900229999999169,244.5419971,244.5509994,"nuP28",20,"f","comp",1,"f"
452,"Red",0.0119994000000077,251.5550255,251.5670249,"nuP28",20,"f","comp",1,"f"
453,"White",0.163001299999991,253.5550321,253.7180334,"nuP28",20,"f","comp",1,"f"
455,"Red",0.106999200000018,258.2130505,258.3200497,"nuP28",20,"f","comp",1,"f"
458,"Gold",0.125002099999961,263.0940679,263.21907,"nuP28",20,"f","comp",1,"f"
460,"Red",0.0250002000000222,268.0530874,268.0780876,"nuP28",20,"f","comp",1,"f"
461,"Blue",0.408001299999967,272.8311077,273.239109,"nuP28",20,"f","comp",1,"f"
464,"Gold",0.270001799999989,276.4931187,276.7631205,"nuP28",20,"f","comp",1,"f"
467,"Blue",0.380001899999968,281.8341399,282.2141418,"nuP28",20,"f","comp",1,"f"
469,"Red",0.562164399999972,286.750692,287.3128564,"nuP28",20,"f","comp",1,"f"
476,"Gold",0.204001900000001,5.8220211,6.026023,"nuP28",20,"f","comp",2,"c"
479,"Gold",0.570001599999999,8.0840306,8.6540322,"nuP28",20,"f","comp",2,"c"
481,"White",0.201001100000001,12.085045,12.2860461,"nuP28",20,"f","comp",2,"c"
483,"White",0.362003,15.3520568,15.7140598,"nuP28",20,"f","comp",2,"c"
484,"White",0.2570002,22.8660868,23.123087,"nuP28",20,"f","comp",2,"c"
485,"White",0.174000700000001,26.1730985,26.3470992,"nuP28",20,"f","comp",2,"c"
487,"White",0.126001000000002,28.1841056,28.3101066,"nuP28",20,"f","comp",2,"c"
489,"Blue",0.373002,33.3511258,33.7241278,"nuP28",20,"f","comp",2,"c"
494,"Red",0.1110021,56.145212,56.2562141,"nuP28",20,"f","comp",2,"c"
496,"Red",0.367001500000001,58.5582221,58.9252236,"nuP28",20,"f","comp",2,"c"
498,"Red",0.3270032,62.5102365,62.8372397,"nuP28",20,"f","comp",2,"c"
501,"Red",1.3910061,73.5472792,74.9382853,"nuP28",20,"f","comp",2,"c"
502,"Red",0.262999499999992,79.1780116,79.4410111,"nuP28",20,"f","comp",2,"c"
505,"Gold",0.381,83.5880301,83.9690301,"nuP28",20,"f","comp",2,"c"
507,"Gold",0.0670012000000071,85.9980356,86.0650368,"nuP28",20,"f","comp",2,"c"
510,"Gold",0.0310010999999975,88.6520469,88.683048,"nuP28",20,"f","comp",2,"c"
512,"Gold",0.0839995000000044,91.1180569,91.2020564,"nuP28",20,"f","comp",2,"c"
515,"Gold",0.237002400000009,93.9950665,94.2320689,"nuP28",20,"f","comp",2,"c"
517,"Gold",0.200999899999999,96.4110773,96.6120772,"nuP28",20,"f","comp",2,"c"
520,"Gold",0.560002600000004,98.9990859,99.5590885,"nuP28",20,"f","comp",2,"c"
522,"Gold",0.235001199999999,101.6530957,101.8880969,"nuP28",20,"f","comp",2,"c"
524,"White",0.081001399999991,106.0701128,106.1511142,"nuP28",20,"f","comp",2,"c"
526,"White",0.353998899999993,111.9571368,112.3111357,"nuP28",20,"f","comp",2,"c"
530,"Blue",0.306996699999999,124.5566917,124.8636884,"nuP28",20,"f","comp",2,"c"
532,"Red",0.106000099999989,128.4366947,128.5426948,"nuP28",20,"f","comp",2,"c"
534,"Blue",0.374999500000001,141.4737949,141.8487944,"nuP28",20,"f","comp",2,"c"
536,"Red",0.21400269999998,144.9817997,145.1958024,"nuP28",20,"f","comp",2,"c"
538,"Red",0.040999400000004,149.2868064,149.3278058,"nuP28",20,"f","comp",2,"c"
539,"Red",0.341001000000006,152.2258104,152.5668114,"nuP28",20,"f","comp",2,"c"
540,"Red",0.444001100000008,153.4108129,153.854814,"nuP28",20,"f","comp",2,"c"
542,"White",0.261001700000008,157.8658194,158.1268211,"nuP28",20,"f","comp",2,"c"
545,"White",0.0809999999999889,172.3928435,172.4738435,"nuP28",20,"f","comp",2,"c"
546,"White",0.187999899999994,182.3328591,182.520859,"nuP28",20,"f","comp",2,"c"
547,"White",0.0260005000000092,185.946865,185.9728655,"nuP28",20,"f","comp",2,"c"
