"Participant","Group","Condition","TimeEpoch","MeanPercentChange","Meanpupil"
"nuP15","c","solo",0.2,6.03590782735199,3.9204117
"nuP15","c","solo",0,-7.80206411754183,3.4087874
"nuP15","c","solo",0.1,-5.66541731967826,3.48778455555556
"nuP15","c","solo",0.2,-3.17798990601234,3.57975094444444
"nuP15","c","solo",0,4.42974071219429,3.8610277
"nuP15","c","solo",0.1,4.07444638020462,3.84789158333333
"nuP15","c","solo",0,6.11101772360002,3.9231887
"nuP15","c","solo",0.1,1.70334043341542,3.76022588888889
"nuP15","c","solo",0.2,0.605106508521275,3.71962144444444
"nuP15","c","solo",0.3,2.11059216310596,3.775283
"nuP15","c","solo",0.4,6.6657432745867,3.94369828571429
"nuP15","c","solo",0,6.96181242881355,3.9546447
"nuP15","c","solo",0.1,2.44619001946228,3.78769088888889
"nuP15","c","solo",0.2,-2.69331274472152,3.59767066666667
"nuP15","c","solo",0.3,-4.85097005823503,3.5178967
"nuP15","c","solo",0,0.0188532275083579,3.6979462
"nuP15","c","solo",0.1,-3.52689194796823,3.56685116666667
"nuP15","c","solo",0.2,-5.36817530719077,3.49877433333333
"nuP15","c","solo",0,2.43269379919819,3.7871919
"nuP15","c","solo",0.1,3.37569940308482,3.82205716666667
"nuP15","c","solo",0.2,3.1938089171302,3.81533222222222
"nuP15","c","solo",0.3,1.26477413088833,3.744011
"nuP15","c","solo",0,-1.63131416824577,3.6369354
"nuP15","c","solo",0.1,-7.77945902297183,3.40962316666667
"nuP15","c","solo",0.2,-10.2690712441668,3.317576
"nuP15","c","solo",0.3,-11.0782704596844,3.28765788888889
"nuP15","c","solo",0.4,-8.96126881229403,3.36592871428571
"nuP15","c","solo",0,-12.7218083019186,3.2268922
"nuP15","c","solo",0.1,-11.989000115317,3.25398594444444
"nuP15","c","solo",0.2,-10.7008261763163,3.30161294444444
"nuP15","c","solo",0.3,-9.48978616089624,3.34638811111111
"nuP15","c","solo",0.4,-8.35376888984204,3.3883895
"nuP15","c","solo",0,-2.94235375589176,3.588463
"nuP15","c","solo",0.2,-6.1147664136965,3.471171
"nuP15","c","solo",0.3,-5.53588107301212,3.49257383333333
"nuP15","c","solo",0,-9.47694448131966,3.3468629
"nuP15","c","solo",0.1,-10.8650638982746,3.29554066666667
"nuP15","c","solo",0.2,-7.90258960629813,3.40507072222222
"nuP15","c","solo",0.3,0.0279807342856373,3.69828366666667
"nuP15","c","solo",0.4,2.9056442239568,3.80467805555556
"nuP15","c","solo",0.5,1.67245711213375,3.75908405555556
"nuP15","c","solo",0.6,-0.726050588506096,3.67040525
"nuP15","c","solo",0,21.9170880319925,4.5075785
"nuP15","c","solo",0.1,17.7752519311479,4.3544445
"nuP15","c","solo",0.2,14.3611250307502,4.22821572222222
"nuP15","c","solo",0.3,13.594609200837,4.19987572222222
"nuP15","c","solo",0.4,11.0013223027019,4.10399544444444
"nuP15","c","solo",0.5,8.62514126139471,4.01614211111111
"nuP15","c","solo",0.6,7.08505308968955,3.95920121428571
"nuP15","c","solo",0,-12.2764177064935,3.2433594
"nuP15","c","solo",0.1,-13.0838185880011,3.21350777777778
"nuP15","c","solo",0.2,-12.1855862117486,3.24671766666667
"nuP15","c","solo",0.3,-9.3810416486034,3.35040866666667
"nuP15","c","solo",0.4,-7.85047578599496,3.4069975
"nuP15","c","solo",0,-9.81870938517291,3.334227
"nuP15","c","solo",0.1,-10.6734289303216,3.30262588888889
"nuP15","c","solo",0.2,-10.080493203612,3.3245482
"nuP15","c","solo",0,-6.43257837404335,3.4594207
"nuP15","c","solo",0.1,-3.63560941312522,3.56283161111111
"nuP15","c","solo",0.2,-1.45033156448442,3.64362677777778
"nuP15","c","solo",0.3,0.168418479316912,3.703476
"nuP15","c","solo",0,5.14124266779409,3.8873337
"nuP15","c","solo",0.1,4.05815423740325,3.84728922222222
"nuP15","c","solo",0.2,3.08320115770121,3.81124277777778
"nuP15","c","solo",0.3,3.25103850998506,3.81744814285714
"nuP15","c","solo",0,-4.11192329948831,3.5452211
"nuP15","c","solo",0.1,-6.19198448392196,3.46831605555556
"nuP15","c","solo",0.2,-5.50418934289234,3.49374555555556
"nuP15","c","solo",0.3,-5.02063313512053,3.51162383333333
"nuP15","c","solo",0.4,-3.91325126783535,3.5525665
"nuP15","c","solo",0,1.48804823730801,3.752266
"nuP15","c","solo",0.1,-3.71880940822892,3.5597555
"nuP15","c","solo",0,6.6002436120929,3.9412766
