"","TimeEpoch","Participant","Condition","Group","mean_percent"
"478",0.3,"nuP22","comp","c",-4.89407886301423
"479",0.3,"nuP22","solo","c",-1.49222598250868
"480",0.3,"nuP23","co","c",1.45933299603291
"481",0.3,"nuP23","comp","c",2.91551154584942
"482",0.3,"nuP23","solo","c",2.50380574530931
"483",0.3,"nuP24","co","c",-0.966661507312634
"484",0.3,"nuP24","comp","c",1.32944960764582
"485",0.3,"nuP24","solo","c",0.355946094952662
"486",0.3,"nuP25","co","c",0.175037085738201
"487",0.3,"nuP25","comp","c",-0.988225749626171
"488",0.3,"nuP25","solo","c",-0.252511718470734
"489",0.3,"nuP28","co","c",0.0723359080051887
"490",0.3,"nuP28","comp","c",-0.679869739988333
"491",0.3,"nuP28","comp","e",-0.503243739251056
"492",0.3,"nuP28","solo","c",0.417398881999435
"493",0.3,"nuP29","co","c",-4.15204598192116
"494",0.3,"nuP29","comp","c",-5.03303527661986
"495",0.3,"nuP29","solo","c",-1.17632282912306
"496",0.3,"nuP30","co","c",1.63412430827535
"497",0.3,"nuP30","comp","c",-0.519833450831491
"498",0.3,"nuP30","solo","c",-2.10610391080174
"499",0.3,"nuP31","solo","c",4.98372877463867
"500",0.3,"nuP32","co","c",-0.60313483585215
"501",0.3,"nuP32","comp","c",1.51998256251408
"502",0.3,"nuP32","solo","c",1.65131674088192
"503",0.3,"nuP33","solo","c",-1.46175409019478
"504",0.3,"nuP34","co","c",-0.890239039736395
"505",0.3,"nuP34","comp","c",4.94026422010218
"506",0.3,"nuP34","solo","c",4.26430754268503
"507",0.3,"nuP36","co","c",0.535911817181258
"508",0.3,"nuP36","comp","c",-0.385388355943326
"509",0.3,"nuP36","solo","c",-2.25818105160604
"510",0.3,"nuP37","co","c",-0.929212959315815
"511",0.3,"nuP37","comp","c",2.67135245080393
"512",0.3,"nuP37","solo","c",3.96419449578067
"513",0.3,"nuP38","co","c",-1.30479269802427
"514",0.3,"nuP38","comp","c",2.53075419406896
"515",0.3,"nuP38","solo","c",1.97003746763179
"516",0.3,"p012","co","e",3.08887199166146
"517",0.3,"p012","comp","e",3.08823362102558
"518",0.3,"p012","solo","e",2.66523901997899
"519",0.3,"sd10","co","e",-1.96083067323938
"520",0.3,"sd10","comp","e",-1.60917294764394
"521",0.3,"sd10","solo","e",0.586825048868139
"522",0.3,"sd12","co","e",0.781540407736585
"523",0.3,"sd12","solo","e",0.786738684999993
"524",0.3,"sdP1","co","e",3.3723280666347
"525",0.3,"sdP1","comp","e",5.56548817956148
"526",0.3,"sdP1","solo","e",4.89910871479884
"527",0.3,"sdP11","co","e",4.02183560651988
"528",0.3,"sdP11","comp","e",0.380555655903128
"529",0.3,"sdP11","solo","e",0.318597448641767
"530",0.3,"sdP12","co","e",-0.263615887345707
"531",0.3,"sdP12","comp","e",3.33013605997891
"532",0.3,"sdP12","solo","e",0.707003111978836
"533",0.3,"sdP13","co","c",2.68672563855004
"534",0.3,"sdP13","comp","c",3.21509117836622
"535",0.3,"sdP13","solo","c",0.374616406187133
"536",0.3,"sdP14","co","e",0.925813590659612
