"","TimeEpoch","condition","Participant","MeanPercent","MeanPupilSize"
"2313",1.4,"comp","sdP12",4.89332616828026,3.71656330061328
"2314",1.4,"comp","sdP13",8.17258465735343,3.98540157699336
"2315",1.4,"comp","sdP14",5.05569220408109,3.66351271767032
"2316",1.4,"comp","sdP15",11.462987373403,5.26693573063679
"2317",1.4,"comp","sdP2",8.24567420879205,5.7901963224984
"2318",1.4,"comp","sdP3",14.9698814832192,3.31242818143974
"2319",1.4,"comp","sdP4",4.91161670128794,5.4623982748254
"2320",1.4,"comp","sdP5",8.77871002962722,4.54496602497935
"2321",1.4,"comp","sdP7",11.7061799899044,4.31807813685915
"2322",1.4,"comp","sdP8",5.71086907032175,4.36160203714598
"2323",1.4,"comp","sdP9",9.75630303229426,3.78976249566983
